review_id,bank_name,review_text,sentiment_label,rating,themes,primary_theme
e9c4773a-03ec-4623-9c97-32370e43cc66,CBE,very convenient app,POSITIVE,5,general_feedback,general_feedback
8b783bea-df08-43e8-915f-c459fb841a11,CBE,excellent but sometimes can not connect,POSITIVE,5,general_feedback,general_feedback
5623e102-0f25-4444-96f2-9e4f96e6994b,CBE,good app,POSITIVE,5,general_feedback,general_feedback
8c0c3699-3b4d-4b4c-bf9b-cf6f34d7e617,CBE,wow apk,POSITIVE,5,general_feedback,general_feedback
95c51b5c-93b3-40dc-b10d-7ea07b503570,CBE,best,POSITIVE,5,general_feedback,general_feedback
57e7e490-7e00-49b4-85ce-02df5c180255,CBE,bad app,NEGATIVE,1,general_feedback,general_feedback
511966b6-2575-4189-b96d-62b0af2bb5ba,CBE,best app,POSITIVE,5,general_feedback,general_feedback
4a33e0ac-be2f-4da7-a573-5b66581b15d9,CBE,wow,POSITIVE,5,general_feedback,general_feedback
6cc81f72-bf2d-4406-bd58-d2b16058b713,CBE,nice app,POSITIVE,5,general_feedback,general_feedback
19466a41-ca52-4cb0-a343-a6db9296cef7,CBE,bad app,NEGATIVE,4,general_feedback,general_feedback
6e59b9f4-f3f4-4481-8cea-cf0e7d58e220,CBE,the app constantly glitches and wont stop loading despite having a decent connection and a cleared cache telebirr is way better,NEUTRAL,1,performance_issues,performance_issues
ef00529e-94ab-4df9-a7e0-2bee0d213f49,CBE,i cant access it properly i think it needs update,NEGATIVE,1,app_updates,app_updates
906a1d95-30d1-47ca-bbe9-8fb33460c535,CBE,,NEUTRAL,5,general_feedback,general_feedback
e9425647-f1d3-4f35-87e5-e8984ba5cce4,CBE,best,POSITIVE,5,general_feedback,general_feedback
8a6f01b8-04dd-4c38-9148-1e46f828cc3d,CBE,good,POSITIVE,4,general_feedback,general_feedback
f23eb6ac-a9fb-4df1-95c3-9441fb34d0dd,CBE,not refresh,NEGATIVE,2,general_feedback,general_feedback
22a15e60-01d4-4c7d-8405-fc4daf00de55,CBE,your statement is not used as wanted,NEGATIVE,1,general_feedback,general_feedback
3f27b2bb-4631-41e2-acb5-beaab2285532,CBE,good very good,POSITIVE,5,general_feedback,general_feedback
e83b2d32-a305-4408-9c87-40f05b650185,CBE,this is absolute trash why because its not woking most time the servers are down even though im using g data internet they steal not working they use to work with out even data package now its trash cant even send money,NEGATIVE,1,"transaction_problems, security_concerns",transaction_problems
a39b1093-9058-4d1e-a200-7347cb946677,CBE,good app,POSITIVE,5,general_feedback,general_feedback
fb2f9d25-5520-48c5-9c21-88e7523bfb61,CBE,bayeee galatooma kana caalati nu gammachisa,NEGATIVE,5,general_feedback,general_feedback
be813f1d-5060-452f-be52-f2b39fceff63,CBE,good,POSITIVE,5,general_feedback,general_feedback
65e917f9-f327-427f-bc75-a7ec2ec45687,CBE,i like it,POSITIVE,5,general_feedback,general_feedback
3f4797ed-7cfa-494f-b83d-3ac99d0d8416,CBE,very nice app,POSITIVE,5,general_feedback,general_feedback
e12a96bf-137e-4fcb-9b10-5933a6b8dedd,CBE,the app is not functional this week,NEGATIVE,4,general_feedback,general_feedback
a2e6c530-2dc1-4b30-b1f7-3530676a59a3,CBE,good,POSITIVE,5,general_feedback,general_feedback
631f58bb-d098-4fe1-8fe5-a3abc2dd6407,CBE,very updated bank,POSITIVE,5,app_updates,app_updates
d1284a04-7811-4902-a678-d9d14aece75f,CBE,tankyu,POSITIVE,5,general_feedback,general_feedback
3ee7c37d-fd2c-4ddc-892b-98efdc690700,CBE,nice,POSITIVE,5,general_feedback,general_feedback
1851fb0d-c940-4c97-a338-7b1a9a8ef553,CBE,numbers and dont write during pin verification,NEGATIVE,5,general_feedback,general_feedback
b6fa2156-34bf-44c3-a426-99521f790a04,CBE,once it is uninstalled you need to visit a nearby bank you go there and they ask you to have a new sim card which hasnt been used before so you should buy a new sim card and you go back to them with a new sim card when you reach there service provider says authentication pin is not arrive the system is not working come back tomorrow,NEGATIVE,1,"login_issues, customer_support",login_issues
b5a68eed-026c-4f6f-aba9-9a7490d9466f,CBE,loved it,POSITIVE,5,general_feedback,general_feedback
468dd43c-8489-4032-8356-b0f924ed9177,CBE,ok,NEUTRAL,1,general_feedback,general_feedback
2446e1d4-37e7-4e7f-b182-bb862c9ac26c,CBE,this app is not working on my phone,NEGATIVE,5,general_feedback,general_feedback
398ac276-dd9c-4eb7-8edb-0ce30a96ab22,CBE,cbe needs to show transaction fees before the transaction is confirmed and not after this is a big issue as fees are no longer insignificant,NEGATIVE,3,transaction_problems,transaction_problems
ee4d489f-04f2-428c-80bf-e795c79582fe,CBE,after the recent updates i am unable to download a receipt i cant see the names of account holders ive previously transacted with very important please fix it asap,NEGATIVE,1,app_updates,app_updates
ad025898-2642-44d9-81ea-916fde8f4a44,CBE,nice,POSITIVE,5,general_feedback,general_feedback
b2ebcf25-b1be-471a-8160-4d07c97a9d87,CBE,wow,POSITIVE,4,general_feedback,general_feedback
dabc6ff9-8f83-422b-add0-463dcdfa4dba,CBE,mobile banking broblem,NEGATIVE,5,general_feedback,general_feedback
182fcbaf-4ada-4f02-9f46-5c9b795e9c92,CBE,good job,POSITIVE,5,general_feedback,general_feedback
b5eb945c-5712-48fa-9de9-b1817c6fa1b8,CBE,good,POSITIVE,3,general_feedback,general_feedback
f4d2d316-2fb6-4e53-b3e0-90ccc05938f5,CBE,it is a good and clear apps to use,POSITIVE,4,general_feedback,general_feedback
7b443606-b668-42f2-8916-498cededfbce,CBE,,NEUTRAL,1,general_feedback,general_feedback
a6910eb7-f2dc-4cdb-badc-65becc5513f1,CBE,i love this app bc every option in the app very clear and supportive,POSITIVE,5,customer_support,customer_support
0ed12f63-db54-423b-b9f8-093754cf0d05,CBE,niiceh,POSITIVE,5,general_feedback,general_feedback
1702ee84-35c4-40fe-9971-9870d47d21f8,CBE,the app is good but their is no dark mode you have to add it,POSITIVE,3,general_feedback,general_feedback
e247be88-2156-4a00-acbf-804197e60345,CBE,,NEUTRAL,1,general_feedback,general_feedback
e90e8464-1394-4ff6-a978-4868c10d4d2a,CBE,abdulakim abrahim elemoo,POSITIVE,5,general_feedback,general_feedback
3910dba1-f9d9-4ed9-831f-ed8c179dbfe1,CBE,good app,POSITIVE,5,general_feedback,general_feedback
e7f8cad9-e352-4406-8ff1-799a8cdee3ef,CBE,strong,POSITIVE,5,general_feedback,general_feedback
7390e5aa-2f26-4ef8-aaec-ad6c80e8fc8e,CBE,good,POSITIVE,5,general_feedback,general_feedback
ee043207-5d2f-45ce-9f03-06d35d585e8b,CBE,best,POSITIVE,5,general_feedback,general_feedback
c3145a5d-590e-4a19-912a-5dd5a269933b,CBE,abebaw zenebe,NEGATIVE,5,general_feedback,general_feedback
8733a99d-1c50-4428-a170-6d4c3b2e18d3,CBE,good i love it keep it up but if we had a new update that will be fire soo good,POSITIVE,5,app_updates,app_updates
a47dd458-e3b5-4df5-b205-e9b3499a11cb,CBE,good,POSITIVE,5,general_feedback,general_feedback
b228fe65-8247-46e0-9f6f-dfc4d8ca189b,CBE,cbe,POSITIVE,5,general_feedback,general_feedback
ef880514-7bf7-4b43-8dd1-0ca8f32d2012,CBE,active and granted system,POSITIVE,5,general_feedback,general_feedback
575075bc-9c06-41d4-901f-cda4028e0dc7,CBE,fast app,POSITIVE,4,general_feedback,general_feedback
3a4607e5-2215-468f-afd4-75723ef0e40a,CBE,cool,POSITIVE,5,general_feedback,general_feedback
49288360-34e9-43f0-be9c-c2480f4dc9ac,CBE,galaxy as,POSITIVE,3,general_feedback,general_feedback
4553e023-8faa-4e78-a30f-8dcdca419ec5,CBE,the best apps,POSITIVE,5,general_feedback,general_feedback
4422aa17-0e87-4a90-8388-5065e2b37503,CBE,arif app new,NEGATIVE,5,general_feedback,general_feedback
a0070771-ae98-4f0c-8846-090f2357281f,CBE,laga bari biranch,NEGATIVE,5,performance_issues,performance_issues
aa72dc89-a2ff-43be-959d-7b5ea22fdc3b,CBE,,NEUTRAL,5,general_feedback,general_feedback
5c031dab-9c2f-4e80-ba06-5e49ae4a9821,CBE,i would like to suggest you improve the time out as it takes the money and doesnt return it back until the next day,NEGATIVE,3,"transaction_problems, feature_requests",transaction_problems
01989925-f978-4d2c-91c6-ebd374cd2a1a,CBE,attractive,POSITIVE,5,general_feedback,general_feedback
ef786a30-7bc0-4a73-a7df-a3a545c7f665,CBE,mite,NEGATIVE,5,general_feedback,general_feedback
b3efa927-2c89-48de-8292-19e0e6a68ec3,CBE,useful,POSITIVE,5,general_feedback,general_feedback
d95fd5b5-8b53-445a-9e31-d79f60aa65d5,CBE,nice,POSITIVE,4,general_feedback,general_feedback
8de78143-c7c6-4f2a-95dc-a7cfde43d506,CBE,not good not bad,POSITIVE,3,general_feedback,general_feedback
5f41b0ec-1dd2-4ca7-b339-02827ac8666e,CBE,very good,POSITIVE,5,general_feedback,general_feedback
3324d177-625e-4dad-9dc7-967ca38dcbd6,CBE,ampsa,POSITIVE,1,general_feedback,general_feedback
56c5835a-b561-4f8c-ab37-6330ca97faea,CBE,good job,POSITIVE,5,general_feedback,general_feedback
b72300fc-ef3d-4145-9bb6-47ce6183506c,CBE,imp,NEGATIVE,5,general_feedback,general_feedback
3dc9000e-9725-4423-9a14-6cbb88462843,CBE,super fast app,POSITIVE,5,general_feedback,general_feedback
c5821075-ea3f-4428-ae01-f95e8367dc70,CBE,good app,POSITIVE,4,general_feedback,general_feedback
b1bb3882-599d-4cf4-96bc-8835454ff207,CBE,useful,POSITIVE,5,general_feedback,general_feedback
67398692-d12e-4229-9f88-67f25f1a7336,CBE,the app has a nice design and useful features like balance check and transfers but its unstable and often fails to connect it also forces users to turn off developer options which is unnecessary other banking apps work fine without that many people use developer mode for normal reasons please fix performance issues remove this restriction and add biometric login for better security and convenience,NEUTRAL,2,"login_issues, transaction_problems, ui_ux_feedback, security_concerns",login_issues
3ec71abd-b47c-4863-8964-50e6b4906b18,CBE,cbe,POSITIVE,4,general_feedback,general_feedback
2cc116ae-e341-4066-bfb9-f430f1535601,CBE,it says ti is work any more in your device what can i do,NEGATIVE,1,general_feedback,general_feedback
ac209bf8-4257-405d-877e-aa90875c00a7,CBE,blah blah blah,NEGATIVE,5,general_feedback,general_feedback
703f1558-8575-4a75-be24-11d43573ba4c,CBE,good,POSITIVE,5,general_feedback,general_feedback
b435b168-3114-40a6-bd59-70ffd3163eb5,CBE,bad,NEGATIVE,1,general_feedback,general_feedback
4fe8694d-eb8f-4959-b2e8-f4501b5b961f,CBE,best,POSITIVE,5,general_feedback,general_feedback
c50f1ce4-5aad-46a1-8e43-eb2ac3ea39fd,CBE,cbe no,NEGATIVE,5,general_feedback,general_feedback
4d5e0051-01e0-40d6-b338-8de3c99bb424,CBE,good,POSITIVE,5,general_feedback,general_feedback
3941e3dd-e3b1-4d8b-93cd-816ce3e3b0b4,CBE,good,POSITIVE,5,general_feedback,general_feedback
d38d8b3c-ea51-4a79-8300-450d0270fb3d,CBE,its not work correctly when its needed sometimes but it works sometimes though,POSITIVE,2,general_feedback,general_feedback
0d6f2b91-6c64-4226-9260-0a13a22ab3bd,CBE,its easy to use and more secured than the previous one i love it and appreciate commercial bank of ethiopia for every time update,POSITIVE,5,"ui_ux_feedback, security_concerns, app_updates",ui_ux_feedback
a83bb204-ff79-401f-afee-6490508d3d3a,CBE,gooof,NEGATIVE,5,general_feedback,general_feedback
b6b20563-1305-4c44-90f4-a5b726bc9c61,CBE,suddenly the cbe application i was using stopped working and called callcenter i was told its because it expired and i should vist any branch to fix it so i went to cbe silassie branchafter filling a form they gave me i sat down and waited until they finish fixing customers case who arrived before me but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i leftwith no servicewhy,NEGATIVE,1,customer_support,customer_support
a25928af-597f-4962-98d3-a9bbff522dcb,CBE,best app,POSITIVE,5,general_feedback,general_feedback
9a08e3e2-01d2-483b-8beb-691d875a45e9,CBE,best,POSITIVE,5,general_feedback,general_feedback
a9c3fc33-c501-4013-8572-33b72111f679,CBE,still not perfect like before,NEGATIVE,1,general_feedback,general_feedback
93fb8392-2f3c-437e-aa58-3b0b34a99b01,CBE,this app dash board is disturbing me it is not showing me traxation and my balance while displaying others option on dashboard i think it is a risk full app,NEGATIVE,1,general_feedback,general_feedback
598f9bab-e0ec-49fe-b694-aeba6a24b04a,CBE,applied,POSITIVE,1,general_feedback,general_feedback
349736cb-a766-4978-8add-8c915a05be3a,CBE,years ago,POSITIVE,4,general_feedback,general_feedback
426a91e8-fb8b-446e-a47a-32d4c74003fb,CBE,asefa obsa,NEGATIVE,5,general_feedback,general_feedback
ef72e904-1f23-4477-82da-f84bda533d9a,CBE,best app,POSITIVE,4,general_feedback,general_feedback
21d5cd5a-a147-4925-905d-5e90558b103e,CBE,its good app,POSITIVE,5,general_feedback,general_feedback
2915c398-4205-4f4e-ae06-3e25d24b089b,CBE,very slow,NEGATIVE,1,performance_issues,performance_issues
cecede31-b593-4107-a76b-54a40476f863,CBE,berhan deriba wami,POSITIVE,4,general_feedback,general_feedback
0a77398d-ebbd-43f8-a928-1de26be137d5,CBE,good,POSITIVE,5,general_feedback,general_feedback
95c8c18c-f4aa-456a-87d7-4a71e40ebf3c,CBE,mahamad usman,POSITIVE,5,general_feedback,general_feedback
1b751e18-ceb3-44fd-8659-acb07aab10b9,CBE,erako,POSITIVE,5,general_feedback,general_feedback
b971a966-2cd3-4930-8c49-5ab274055da0,CBE,,NEUTRAL,5,general_feedback,general_feedback
f4dcd64a-ea98-4983-94de-cca8b9edc4d1,CBE,opne,NEGATIVE,5,general_feedback,general_feedback
19d9e046-0f7a-457c-9cff-1ef73b1f7d13,CBE,mehommd nuri,POSITIVE,5,general_feedback,general_feedback
4bd8a096-f82b-40f3-a828-b096eb830a97,CBE,best,POSITIVE,5,general_feedback,general_feedback
62ca961e-d859-4ede-ac8d-8baab9f8af87,CBE,good,POSITIVE,5,general_feedback,general_feedback
9a3f4238-e04d-480b-861b-6fe0135ac487,CBE,providing very secure service,POSITIVE,5,"customer_support, security_concerns",customer_support
e1c41e8d-925e-450d-ab6b-ce7e90b6469d,CBE,good,POSITIVE,5,general_feedback,general_feedback
d7494a76-5d42-4cca-89e1-5df4f3989e47,CBE,apk apkwun,NEGATIVE,1,general_feedback,general_feedback
4417d4f9-9549-4866-a7e9-73568a196f66,CBE,,NEUTRAL,5,general_feedback,general_feedback
23c7bd6b-c237-4581-92c8-15fcf14cbf16,CBE,riyad mohammed abaoli,POSITIVE,5,general_feedback,general_feedback
cf44dcab-2f7d-45a0-a1d5-9d9dd85121aa,CBE,it doesnt show bank statement and no options to see transactions for the past months,NEGATIVE,2,transaction_problems,transaction_problems
9af535dc-d362-49d3-8ece-90d66fd2f879,CBE,mamma husen,POSITIVE,2,general_feedback,general_feedback
54924bcd-4e5d-4b89-b3ba-31e6d7b19084,CBE,ok,NEUTRAL,5,general_feedback,general_feedback
4eedb003-2dca-4470-a9d0-c2b6c3ec41ea,CBE,stars because i cant see all my transaction history apart from the recents and a refresh button has been removed from the recents activity the app should allow clients to view all of the transactions not just recents,NEGATIVE,3,transaction_problems,transaction_problems
eccbcf2d-2f20-4200-913a-979fe6bc8a86,CBE,good,POSITIVE,5,general_feedback,general_feedback
5a8105d2-37c0-4b90-b775-70929dbcd793,CBE,exceptional application from others bank,POSITIVE,5,general_feedback,general_feedback
9c02c8ba-3634-4363-b888-e60ce895ba7a,CBE,it is very nice but i have a serious suggestion when you send to other cbe birr customer it does not show the name of the recipient befor it actually send the money please improve this,NEUTRAL,4,transaction_problems,transaction_problems
0e751657-b2ec-43f8-92cb-c39991b58b72,CBE,good,POSITIVE,5,general_feedback,general_feedback
defda1bc-55e3-47de-9962-0e3ca63aa416,CBE,really good app,POSITIVE,5,general_feedback,general_feedback
8aa39394-5499-421c-b9a8-5f31d2890271,CBE,smart bank cbe,POSITIVE,5,general_feedback,general_feedback
5bdca892-8530-4730-aaae-f11feaa20925,CBE,ali urgesa,NEGATIVE,3,general_feedback,general_feedback
8382e883-613c-4404-85ca-4d5179345d19,CBE,its good,POSITIVE,5,general_feedback,general_feedback
bffd6050-4f53-4ce4-90d4-614ddb4f2d59,CBE,good apps,POSITIVE,5,general_feedback,general_feedback
9a23c1f5-b873-4b23-99af-9e04bc6d82a0,CBE,good,POSITIVE,5,general_feedback,general_feedback
a4f5a5bb-070d-46cd-a095-44307d215fb4,CBE,password,POSITIVE,4,login_issues,login_issues
d5e8cf6e-d5bc-4a04-960f-db0ba7e47c78,CBE,good,POSITIVE,5,general_feedback,general_feedback
b9ce0e59-87ab-48e8-ba48-6774beac5430,CBE,best app i ever seen,POSITIVE,5,general_feedback,general_feedback
4048acf3-a39c-4fa6-9adc-dc9d550bac84,CBE,its game changing in financial system,POSITIVE,4,performance_issues,performance_issues
5073e673-94ef-4146-ac02-8c91903f41ab,CBE,zmkt r,POSITIVE,1,general_feedback,general_feedback
a5ce6f6b-2390-45f6-9551-205818e01125,CBE,will good updating,POSITIVE,5,general_feedback,general_feedback
4c079db5-2c17-468e-979c-fc1d9173b7ea,CBE,service charge vat fee everything here is not yours they wanna take what you have everything is not fair,NEGATIVE,1,customer_support,customer_support
ad5ea4f1-47f8-4ae1-928c-6fece7daaed1,CBE,why removing screenshot feature why,NEGATIVE,2,general_feedback,general_feedback
e0d24942-f1ad-4b2d-9c1d-a3d0f26e7b1f,CBE,very good application thank you all who participate,POSITIVE,5,general_feedback,general_feedback
c9e0e2f6-6903-4148-929a-97ae808a475d,CBE,application bank commercial ethiopia i am very happy to be able to appear in a great job on a pleasant job,POSITIVE,5,general_feedback,general_feedback
cd04e8f2-6382-4154-9383-a9a68ccec318,CBE,user compatible app,POSITIVE,5,general_feedback,general_feedback
8b466649-63ed-4f72-b0c0-132add6b6c95,CBE,i am trying to access this app on my android phone but sometimes doesnt work so kindly try to improve it,POSITIVE,3,general_feedback,general_feedback
0dce324c-a868-401d-bf8a-6155518ae7e3,CBE,what an amazing app you know how much it simplify life thanks cbe i proud of you,POSITIVE,5,general_feedback,general_feedback
423879fa-3edc-4c9d-970c-8e6a19219b58,CBE,our commercial bank of ethiopia is good,POSITIVE,5,general_feedback,general_feedback
58b90262-ad27-4cc2-9946-e40d18df5554,CBE,asledin ibsa,POSITIVE,5,general_feedback,general_feedback
8f877e47-8028-4984-b9d0-494fba9121dc,CBE,terrible when showing history of transaction it shows in disorganised way,NEGATIVE,3,transaction_problems,transaction_problems
5d1097c8-8574-4891-91b9-4dc246c5d8b8,CBE,my bank,NEGATIVE,5,general_feedback,general_feedback
b39843d1-bef0-409a-81c6-e4635e0dec16,CBE,data,POSITIVE,5,security_concerns,security_concerns
aea499ca-d250-4cec-89d0-2b04c8caf16c,CBE,lately i am facing a problem with the app and the problem is when log in and inter my pin it doesnt work at all and says cant sync why does it say that i was working fine a few day ago and also it says when i enter my pin change your pin to digit pin and it doesnt allow me to change it please solve what is the problem with the app,NEGATIVE,2,general_feedback,general_feedback
92f289e4-34e6-432d-af95-5094ca79799a,CBE,excellent app with lots of features,POSITIVE,5,general_feedback,general_feedback
d21d1d72-70bd-4f8b-be5d-ed2802815f2a,CBE,very good mobile banking,POSITIVE,5,general_feedback,general_feedback
db3411b1-5150-4609-9b90-d0ebdecc0754,CBE,so special,POSITIVE,5,general_feedback,general_feedback
4acc368f-b10c-454c-973f-dec76d6237d8,CBE,wiiy ewdihiliw esimirt niho yitnehew metgeyot,NEGATIVE,1,general_feedback,general_feedback
5c8506d5-0941-4743-b14b-216ab75fadb7,CBE,woow cbe,POSITIVE,5,general_feedback,general_feedback
58cb1472-7503-4b54-8a9a-bb272a6d9998,CBE,cbe the best bank app,POSITIVE,4,general_feedback,general_feedback
