review_id,review_text,original_text,rating,bank_name,sentiment_label,sentiment_score,date
dabc6ff9-8f83-422b-add0-463dcdfa4dba,mobile banking broblem,mobile banking broblem,5,CBE,NEGATIVE,-0.3306,2025-11-01
182fcbaf-4ada-4f02-9f46-5c9b795e9c92,good job,good job,5,CBE,POSITIVE,0.7134,2025-11-01
b5eb945c-5712-48fa-9de9-b1817c6fa1b8,good,good,3,CBE,POSITIVE,0.7134,2025-10-31
f4d2d316-2fb6-4e53-b3e0-90ccc05938f5,it is a good and clear apps to use,it is a good and clear apps to use,4,CBE,POSITIVE,0.6901,2025-10-31
7b443606-b668-42f2-8916-498cededfbce,,ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,CBE,NEUTRAL,0.5,2025-10-31
a6910eb7-f2dc-4cdb-badc-65becc5513f1,i love this app bc every option in the app very clear and supportive,I love this app b/c every option in the app very clear and supportive.,5,CBE,POSITIVE,0.7458,2025-10-30
0ed12f63-db54-423b-b9f8-093754cf0d05,niiceh,niiceh,5,CBE,POSITIVE,0.2927,2025-10-29
1702ee84-35c4-40fe-9971-9870d47d21f8,the app is good but their is no dark mode you have to add it,the app is good but their is no dark mode you have to add it,3,CBE,POSITIVE,0.3899,2025-10-29
e247be88-2156-4a00-acbf-804197e60345,,🤮,1,CBE,NEUTRAL,0.5,2025-10-28
e90e8464-1394-4ff6-a978-4868c10d4d2a,abdulakim abrahim elemoo,abdulakim abrahim elemoo,5,CBE,POSITIVE,0.3212,2025-10-28
3910dba1-f9d9-4ed9-831f-ed8c179dbfe1,good app,good app,5,CBE,POSITIVE,0.7134,2025-10-28
e7f8cad9-e352-4406-8ff1-799a8cdee3ef,strong,strong,5,CBE,POSITIVE,0.6479,2025-10-28
7390e5aa-2f26-4ef8-aaec-ad6c80e8fc8e,good,good,5,CBE,POSITIVE,0.7134,2025-10-28
ee043207-5d2f-45ce-9f03-06d35d585e8b,best,best,5,CBE,POSITIVE,0.8789,2025-10-28
c3145a5d-590e-4a19-912a-5dd5a269933b,abebaw zenebe,Abebaw Zenebe,5,CBE,NEGATIVE,-0.1808,2025-10-28
8733a99d-1c50-4428-a170-6d4c3b2e18d3,good i love it keep it up but if we had a new update that will be fire soo good,good I love it keep it up but if we had a new update that will be fire Soo good,5,CBE,POSITIVE,0.7189,2025-10-27
a47dd458-e3b5-4df5-b205-e9b3499a11cb,good,good,5,CBE,POSITIVE,0.7134,2025-10-27
b228fe65-8247-46e0-9f6f-dfc4d8ca189b,cbe,Cbe,5,CBE,POSITIVE,0.3322,2025-10-27
ef880514-7bf7-4b43-8dd1-0ca8f32d2012,active and granted system,Active and granted system,5,CBE,POSITIVE,0.479,2025-10-27
575075bc-9c06-41d4-901f-cda4028e0dc7,fast app,fast app,4,CBE,POSITIVE,0.3995,2025-10-26
3a4607e5-2215-468f-afd4-75723ef0e40a,cool,cool 😎,5,CBE,POSITIVE,0.556,2025-10-26
49288360-34e9-43f0-be9c-c2480f4dc9ac,galaxy as,Galaxy A10s,3,CBE,POSITIVE,0.3298,2025-10-26
4553e023-8faa-4e78-a30f-8dcdca419ec5,the best apps,the best apps,5,CBE,POSITIVE,0.8789,2025-10-26
4422aa17-0e87-4a90-8388-5065e2b37503,arif app new,arif app new,5,CBE,NEGATIVE,-0.128,2025-10-26
a0070771-ae98-4f0c-8846-090f2357281f,laga bari biranch,laga Bari biranch,5,CBE,NEGATIVE,-0.3308,2025-10-25
aa72dc89-a2ff-43be-959d-7b5ea22fdc3b,,ነነሠነሠሠነሠሠሠሠነየነ,5,CBE,NEUTRAL,0.5,2025-10-25
5c031dab-9c2f-4e80-ba06-5e49ae4a9821,i would like to suggest you improve the time out as it takes the money and doesnt return it back until the next day,I would like to suggest you improve the time out as it takes the money and doesn't return it back until the next day.,3,CBE,NEGATIVE,-0.1126,2025-10-25
01989925-f978-4d2c-91c6-ebd374cd2a1a,attractive,Attractive,5,CBE,POSITIVE,0.7468,2025-10-25
ef786a30-7bc0-4a73-a7df-a3a545c7f665,mite,mite,5,CBE,NEGATIVE,-0.3322,2025-10-24
b3efa927-2c89-48de-8292-19e0e6a68ec3,useful,useful,5,CBE,POSITIVE,0.5801,2025-10-23
d95fd5b5-8b53-445a-9e31-d79f60aa65d5,nice,nice,4,CBE,POSITIVE,0.6738,2025-10-23
8de78143-c7c6-4f2a-95dc-a7cfde43d506,not good not bad,"not good, not bad!",3,CBE,POSITIVE,0.1386,2025-10-23
5f41b0ec-1dd2-4ca7-b339-02827ac8666e,very good,very good,5,CBE,POSITIVE,0.8009,2025-10-23
3324d177-625e-4dad-9dc7-967ca38dcbd6,ampsa,እጅግ በጣም አስቀያሚ ጠቁአም ዘረፋ በሚባል ደርጃ የ አገልግሎት የሚቀበል ያልሰራበትን የገዛ ገንዝበባችንን ተዘረፍን ከ 100ብር 10ብር የአገልግሎት ማስከፈል ምን ማለት ነው እባካችሁ እዩት እስትይ ከ ሞባይል ባንክ ወደ ampsa አስተላልፉና እዩት በጣም ይገርማል ሌባ ብያቸዋልሁ,1,CBE,POSITIVE,0.2995,2025-10-22
56c5835a-b561-4f8c-ab37-6330ca97faea,good job,good job,5,CBE,POSITIVE,0.7134,2025-10-22
b72300fc-ef3d-4145-9bb6-47ce6183506c,imp,imp,5,CBE,NEGATIVE,-0.3326,2025-10-22
3dc9000e-9725-4423-9a14-6cbb88462843,super fast app,super fast app,5,CBE,POSITIVE,0.6212,2025-10-21
c5821075-ea3f-4428-ae01-f95e8367dc70,good app,good app,4,CBE,POSITIVE,0.7134,2025-10-20
b1bb3882-599d-4cf4-96bc-8835454ff207,useful,useful,5,CBE,POSITIVE,0.5801,2025-10-20
67398692-d12e-4229-9f88-67f25f1a7336,the app has a nice design and useful features like balance check and transfers but its unstable and often fails to connect it also forces users to turn off developer options which is unnecessary other banking apps work fine without that many people use developer mode for normal reasons please fix performance issues remove this restriction and add biometric login for better security and convenience,"The app has a nice design and useful features like balance check and transfers, but it’s unstable and often fails to connect. It also forces users to turn off Developer Options, which is unnecessary — other banking apps work fine without that. Many people use Developer Mode for normal reasons. Please fix performance issues, remove this restriction, and add biometric login for better security and convenience",2,CBE,NEUTRAL,-0.0492,2025-10-18
3ec71abd-b47c-4863-8964-50e6b4906b18,cbe,cbe,4,CBE,POSITIVE,0.3322,2025-10-18
2cc116ae-e341-4066-bfb9-f430f1535601,it says ti is work any more in your device what can i do,"it says ""ti is work any more in your device"" what can i do??",1,CBE,NEGATIVE,-0.1658,2025-10-18
ac209bf8-4257-405d-877e-aa90875c00a7,blah blah blah,blah blah blah,5,CBE,NEGATIVE,-0.4313,2025-10-17
703f1558-8575-4a75-be24-11d43573ba4c,good,good,5,CBE,POSITIVE,0.7134,2025-10-17
b435b168-3114-40a6-bd59-70ffd3163eb5,bad,bad ግዴታ መሆንሁ,1,CBE,NEGATIVE,-0.7474,2025-10-17
4fe8694d-eb8f-4959-b2e8-f4501b5b961f,best,best,5,CBE,POSITIVE,0.8789,2025-10-17
c50f1ce4-5aad-46a1-8e43-eb2ac3ea39fd,cbe no,CBE no.1,5,CBE,NEGATIVE,-0.3603,2025-10-17
4d5e0051-01e0-40d6-b338-8de3c99bb424,good,good,5,CBE,POSITIVE,0.7134,2025-10-17
3941e3dd-e3b1-4d8b-93cd-816ce3e3b0b4,good,good,5,CBE,POSITIVE,0.7134,2025-10-16
d38d8b3c-ea51-4a79-8300-450d0270fb3d,its not work correctly when its needed sometimes but it works sometimes though,"it's not work correctly when it's needed sometimes, but it works sometimes though",2,CBE,POSITIVE,0.3267,2025-10-16
0d6f2b91-6c64-4226-9260-0a13a22ab3bd,its easy to use and more secured than the previous one i love it and appreciate commercial bank of ethiopia for every time update,its easy to use and more secured than the previous one. i love it and appreciate commercial bank of ethiopia for every time update.,5,CBE,POSITIVE,0.7226,2025-10-16
a83bb204-ff79-401f-afee-6490508d3d3a,gooof,gooof,5,CBE,NEGATIVE,-0.3322,2025-10-16
b6b20563-1305-4c44-90f4-a5b726bc9c61,suddenly the cbe application i was using stopped working and called callcenter i was told its because it expired and i should vist any branch to fix it so i went to cbe silassie branchafter filling a form they gave me i sat down and waited until they finish fixing customers case who arrived before me but then when it was my turn ppl who came after me with same mobile banking and even atm card cases were finishing up and leaving i had to get back to my work so i leftwith no servicewhy,"Suddenly the cbe application I was using stopped working and called callcenter, I was told it's because it expired and I should vist any branch to fix it. So I went to CBE Silassie branch.After filling a form they gave me, I sat down and waited until they finish fixing 2 customer's case who arrived before me. But then when it was my turn ppl who came after me with same mobile banking and even Atm card cases were finishing up and leaving I had to get back to my work so I left.with no service.why?",1,CBE,NEGATIVE,-0.5342,2025-10-16
a25928af-597f-4962-98d3-a9bbff522dcb,best app,Best app,5,CBE,POSITIVE,0.8789,2025-10-15
9a08e3e2-01d2-483b-8beb-691d875a45e9,best,best,5,CBE,POSITIVE,0.8789,2025-10-15
a9c3fc33-c501-4013-8572-33b72111f679,still not perfect like before,still not perfect like before,1,CBE,NEGATIVE,-0.7085,2025-10-15
93fb8392-2f3c-437e-aa58-3b0b34a99b01,this app dash board is disturbing me it is not showing me traxation and my balance while displaying others option on dashboard i think it is a risk full app,This app dash board is disturbing me. it is not showing me traxation and my balance while displaying others option on dashboard. I think it is a risk full app😭😭😭🤤🤤,1,CBE,NEGATIVE,-0.5779,2025-10-15
598f9bab-e0ec-49fe-b694-aeba6a24b04a,applied,APPLIED,1,CBE,POSITIVE,0.333,2025-10-14
349736cb-a766-4978-8add-8c915a05be3a,years ago,10 years ago,4,CBE,POSITIVE,0.2523,2025-10-14
426a91e8-fb8b-446e-a47a-32d4c74003fb,asefa obsa,Asefa Obsa,5,CBE,NEGATIVE,-0.3329,2025-10-14
ef72e904-1f23-4477-82da-f84bda533d9a,best app,best app,4,CBE,POSITIVE,0.8789,2025-10-14
21d5cd5a-a147-4925-905d-5e90558b103e,its good app,it's good app,5,CBE,POSITIVE,0.7134,2025-10-14
2915c398-4205-4f4e-ae06-3e25d24b089b,very slow,very slow,1,CBE,NEGATIVE,-0.4632,2025-10-14
cecede31-b593-4107-a76b-54a40476f863,berhan deriba wami,berhan deriba wami,4,CBE,POSITIVE,0.2519,2025-10-13
0a77398d-ebbd-43f8-a928-1de26be137d5,good,good,5,CBE,POSITIVE,0.7134,2025-10-13
95c8c18c-f4aa-456a-87d7-4a71e40ebf3c,mahamad usman,mahamad Usman,5,CBE,POSITIVE,0.3297,2025-10-13
1b751e18-ceb3-44fd-8659-acb07aab10b9,erako,Erako,5,CBE,POSITIVE,0.3326,2025-10-13
b971a966-2cd3-4930-8c49-5ab274055da0,,🔥🔥🔥🔥🔥,5,CBE,NEUTRAL,0.5,2025-10-13
f4dcd64a-ea98-4983-94de-cca8b9edc4d1,opne,opne,5,CBE,NEGATIVE,-0.2657,2025-10-13
19d9e046-0f7a-457c-9cff-1ef73b1f7d13,mehommd nuri,mehommd nuri,5,CBE,POSITIVE,0.3169,2025-10-13
4bd8a096-f82b-40f3-a828-b096eb830a97,best,Best,5,CBE,POSITIVE,0.8789,2025-10-12
62ca961e-d859-4ede-ac8d-8baab9f8af87,good,good,5,CBE,POSITIVE,0.7134,2025-10-12
9a3f4238-e04d-480b-861b-6fe0135ac487,providing very secure service,providing very secure service.,5,CBE,POSITIVE,0.64,2025-10-12
e1c41e8d-925e-450d-ab6b-ce7e90b6469d,good,good,5,CBE,POSITIVE,0.7134,2025-10-12
